epoch,lr,train_loss
0,0.0001,0.03329668178713306
1,0.0001,0.019228451543678186
2,0.0001,0.015121600690131175
3,0.0001,0.012621832141314694
4,0.0001,0.01026084697973151
5,0.0001,0.008307201997886388
6,0.0001,0.007062250329960651
7,0.0001,0.006011427134728512
8,0.0001,0.005218462437958225
9,0.0001,0.004666509445213702
10,0.0001,0.004544962024492388
11,0.0001,0.004222905325632605
12,0.0001,0.0041213094270602345
13,0.0001,0.004092872425514672
14,0.0001,0.00404047287618226
15,0.0001,0.00400309951120731
16,0.0001,0.003996008839440248
17,0.0001,0.003966539846781157
18,0.0001,0.003940510208313347
19,0.0001,0.0039038215410275964
20,0.0001,0.003890838450512476
21,0.0001,0.0038695691301435845
22,0.0001,0.0038662437673782787
23,0.0001,0.0038584324951071477
24,0.0001,0.0038390624914629965
25,0.0001,0.0038054647098536313
26,0.0001,0.0038203250347400514
27,0.0001,0.00380017316781531
28,0.0001,0.0037847130972606777
29,0.0001,0.003778433756533641
30,0.0001,0.0037564193324079232
31,0.0001,0.0037454465142555504
32,0.0001,0.0037453669789181293
33,0.0001,0.0037527442590646358
34,0.0001,0.0038176777383355735
35,0.0001,0.003734003277369649
36,0.0001,0.0037251330442856063
37,0.0001,0.003701089686585861
38,0.0001,0.003715173531164256
