epoch,lr,train_loss
0,0.0001,0.04703029422652806
1,0.0001,0.039678216185492665
2,0.0001,0.03957468780546306
3,0.0001,0.038081146581302204
4,0.0001,0.032130428751693266
5,0.0001,0.03173591923136432
6,0.0001,0.03155044646768266
7,0.0001,0.03145065587469433
8,0.0001,0.03137315403756373
9,0.0001,0.03128683549787087
10,0.0001,0.031212174845439894
11,0.0001,0.031155372032490553
12,0.0001,0.029278171240343705
13,0.0001,0.028046888282505778
14,0.0001,0.026799917385279363
15,0.0001,0.02637628798266367
16,0.0001,0.025788297556685894
17,0.0001,0.025438528507947922
18,0.0001,0.025276238065179403
19,0.0001,0.02513103753069423
20,0.0001,0.025003956648805198
21,0.0001,0.024765394359558553
22,0.0001,0.024702964972661497
23,0.0001,0.02430375150741681
24,0.0001,0.024137119629553387
25,0.0001,0.02400801183615105
26,0.0001,0.023965854799444457
27,0.0001,0.023729364801212627
28,0.0001,0.02343687426150229
29,0.0001,0.023119032886382694
30,0.0001,0.022937188256997015
31,0.0001,0.022810238767103645
32,0.0001,0.022708057843033643
33,0.0001,0.02265158391520477
34,0.0001,0.022546391061565897
35,0.0001,0.022379625104415678
36,0.0001,0.0224311140005116
37,0.0001,0.02229956232677747
38,0.0001,0.022479771224103457
39,0.0001,0.02235557576533565
40,0.0001,0.022217610045462043
41,0.0001,0.022111195451226397
42,0.0001,0.0220375050151747
43,0.0001,0.02198308891709055
44,0.0001,0.021955834937784125
45,0.0001,0.02190429672294391
46,0.0001,0.02184484596154443
47,0.0001,0.02183480177163368
48,0.0001,0.021783993933038207
49,0.0001,0.021753907381069092
50,0.0001,0.021728123641276836
51,0.0001,0.02167181143995034
52,0.0001,0.021612843991817003
53,0.0001,0.021573122266555347
54,0.0001,0.021550918110026625
55,0.0001,0.021520070058019158
56,0.0001,0.02147542004757579
57,0.0001,0.021458759157770964
58,0.0001,0.021429207048917064
59,0.0001,0.021416479887673333
60,0.0001,0.02140039589886519
61,0.0001,0.021368135260046488
62,0.0001,0.02135695339788226
63,0.0001,0.02133279107451113
64,0.0001,0.021302574363320184
65,0.0001,0.021310798593100394
66,0.0001,0.021306754489030157
67,0.0001,0.021257312319923474
68,0.0001,0.02125801152023493
69,0.0001,0.02126253916171201
70,0.0001,0.02122538747563191
71,0.0001,0.021223094118363494
72,0.0001,0.021232706842227254
73,0.0001,0.021182952894609867
74,0.0001,0.021192817486693154
75,0.0001,0.021196257646052954
76,0.0001,0.02117421684614077
77,0.0001,0.02116298611471226
78,0.0001,0.02117208601964429
79,0.0001,0.021152831500149218
80,0.0001,0.021123941298550237
81,0.0001,0.021136216173833055
82,0.0001,0.021113338732212168
83,0.0001,0.02113805665542279
84,0.0001,0.02111873434415444
85,0.0001,0.021093851555872376
86,0.0001,0.021102577267499926
87,0.0001,0.02108281768649874
88,0.0001,0.02109314865843804
89,0.0001,0.02107828093136504
90,0.0001,0.021066846035929107
91,0.0001,0.02107378905890761
92,0.0001,0.021071209859922817
93,0.0001,0.0210747317257583
94,0.0001,0.02106833002413773
95,0.0001,0.02105578699267854
96,0.0001,0.021059379594681002
97,0.0001,0.021044403577086777
