epoch,lr,train_loss
0,0.0001,0.19118784864743552
1,0.0001,0.17658462872107825
2,0.0001,0.17552506923675537
3,0.0001,0.17447683960199356
4,0.0001,0.17466233174006143
5,0.0001,0.1699038272102674
6,0.0001,0.17195537686347961
7,0.0001,0.17097175121307373
8,0.0001,0.16715889175732931
9,0.0001,0.16851744304100671
10,0.0001,0.16828282922506332
11,0.0001,0.1696951687335968
12,0.0001,0.1587665155529976
13,0.0001,0.1331357111533483
14,0.0001,0.12215417871872584
15,0.0001,0.12831669921676317
16,0.0001,0.12342072278261185
17,0.0001,0.10061786696314812
18,0.0001,0.10777813692887624
19,0.0001,0.10007811958591144
20,0.0001,0.09699862450361252
21,0.0001,0.08098006745179494
22,0.0001,0.08245266601443291
23,0.0001,0.08087391530474027
24,0.0001,0.07863228892286618
25,0.0001,0.08817952374617259
26,0.0001,0.09301473200321198
27,0.0001,0.08348731696605682
28,0.0001,0.07924349668125312
29,0.0001,0.08802276353041331
30,0.0001,0.11798271909356117
31,0.0001,0.09241437415281932
32,0.0001,0.07954409221808116
33,0.0001,0.08064290011922519
34,0.0001,0.07243377342820168
35,0.0001,0.08298968834181626
36,0.0001,0.06855578782657783
37,0.0001,0.08065289010604222
38,0.0001,0.07223696013291676
39,0.0001,0.069932971149683
40,0.0001,0.05986183322966099
41,0.0001,0.04896433589359125
42,0.0001,0.06025825751324495
43,0.0001,0.059601440404852234
44,0.0001,0.055963991209864616
45,0.0001,0.052880421901742615
46,0.0001,0.054489066203435264
47,0.0001,0.05019726293782393
48,0.0001,0.05146636130909125
49,0.0001,0.05216018855571747
50,0.0001,0.05434961182375749
51,0.0001,0.05122174074252447
52,0.0001,0.04972535806397597
53,0.0001,0.051131524766484894
54,0.0001,0.04980155763526758
55,0.0001,0.04837786282102267
56,0.0001,0.05093708292891582
57,0.0001,0.048059090351065
58,0.0001,0.059935384119550385
59,0.0001,0.050698950265844665
60,0.0001,0.05531015992164612
61,0.0001,0.04991887075205644
62,0.0001,0.05053534358739853
63,0.0001,0.051957193141182266
64,0.0001,0.051478574673334755
65,0.0001,0.05180874280631542
66,0.0001,0.04702323426802953
67,0.0001,0.043176411651074886
68,0.0001,0.04748688886562983
69,0.0001,0.05085763645668825
70,0.0001,0.04961292818188667
71,0.0001,0.050780958806475006
72,0.0001,0.05334924906492233
73,0.0001,0.056505292654037476
74,0.0001,0.049490261202057205
75,0.0001,0.045147273068626724
76,0.0001,0.05385314797361692
77,0.0001,0.049731047824025154
78,0.0001,0.04995461429158846
